Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Out Of Station,Out of Station,State Event4,Entry,XMessenger (Telegram),"Message='Out of Station: *' || {name} || '*\n\n' || 'Hello' ||',\n\nThere is a new Out of Station pending your approval.' || '\nDestination: *' || {custrecord_out_st_dest} || '*\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {lastmodifiedby},Recipient 1=Winnie Wekete Sinabisi,Recipient 2=Michael Kwablah,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9484, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Out of Station: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nThere is a new Out of Station pending your approval.\' || \'\\nDestination: *\' || {custrecord_out_st_dest} || \'*\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {lastmodifiedby},Recipient 1=Winnie Wekete Sinabisi,Recipient 2=Michael Kwablah,,,', actionCondition: '', actionScriptId: 'workflowaction19377'});"
Out Of Station,Out of Station,Record Load5,Before Record Load,Set Field Display Type,HRAM Rejection Reason = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9454, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'HRAM Rejection Reason = NORMAL', actionCondition: '', actionScriptId: 'workflowaction19363'});"
Out Of Station,Out of Station,Record Load5,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9314, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: 'User Role = HR/Admin Employee Center_Social,PPA HR Coordinator (C)', actionScriptId: 'workflowaction19268'});"
Out Of Station,Out of Station,Record Load5,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8998, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User Role = PPA HR Coordinator (C),PPA HR Director (C)', actionScriptId: 'workflowaction19056'});"
Out Of Station,Out of Station,Record Load5,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9075, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User Role = PPA HR Coordinator (C),PPA HR Director (C)', actionScriptId: 'workflowaction19114'});"
Out Of Station,Out of Station,Record Load5,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9073, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User Role != PPA HR Coordinator (C),PPA HR Director (C)', actionScriptId: 'workflowaction19112'});"
Out Of Station,Out of Station,Scheduled1,Scheduled,XMessenger (Telegram),"Message='Out of Station: *' || {name} || '*\n\n' || 'Hello' ||',\n\nThere is a new Out of Station pending your approval.' || '\nDestination: *' || {custrecord_out_st_dest} || '*\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {lastmodifiedby},Recipient 1=Winnie Wekete Sinabisi,Recipient 2=Michael Kwablah,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10949, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Out of Station: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nThere is a new Out of Station pending your approval.\' || \'\\nDestination: *\' || {custrecord_out_st_dest} || \'*\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {lastmodifiedby},Recipient 1=Winnie Wekete Sinabisi,Recipient 2=Michael Kwablah,,,', actionCondition: '', actionScriptId: 'workflowaction20160'});"
Out Of Station,Out of Station,State Event3,Entry,Set Field Value,Status=Pending HR Action,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9003, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HR Action', actionCondition: 'Status != Rejected', actionScriptId: 'workflowaction19059'});"
Out Of Station,Out of Station,State Event3,Entry,Send Email,"To: Sarah Ewur, Subject: Out of Station - Approved!","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9002, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Sarah Ewur, Subject: Out of Station - Approved!', actionCondition: '', actionScriptId: 'workflowaction19058'});"
Out Of Station,Out of Station,State Event3,Entry,XMessenger (Telegram),"Message='Out of Station: *' || {name} || '*\n\n' || 'Hello' ||',\n\nThere is a new Out of Station pending your action.' || '\nDestination: *' || {custrecord_out_st_dest} || '*\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {lastmodifiedby},Recipient 1=Sarah Ewur,Recipient 2=Shallom Afua Donkor,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9485, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Out of Station: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nThere is a new Out of Station pending your action.\' || \'\\nDestination: *\' || {custrecord_out_st_dest} || \'*\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {lastmodifiedby},Recipient 1=Sarah Ewur,Recipient 2=Shallom Afua Donkor,,,', actionCondition: '', actionScriptId: 'workflowaction19378'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11683, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: 'User Role = PPA CEO(Hands Off),Administrator,PPA Integration Role', actionScriptId: 'workflowaction20667'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Submit to HRAM,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9228, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit to HRAM', actionCondition: 'User Role = HR/Admin Employee Center_Social', actionScriptId: 'workflowaction19208'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Submit to Transport Officer,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8996, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit to Transport Officer', actionCondition: 'User Role = HR/Admin Employee Center_Social', actionScriptId: 'workflowaction19055'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9004, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User Role != HR/Admin Employee Center_Social', actionScriptId: 'workflowaction19060'});"
Out Of Station,Out of Station,Scheduled1,Scheduled,XMessenger (Telegram),"Message='Out of Station: *' || {name} || '*\n\n' || 'Hello' ||',\n\nThere is a new Out of Station pending your action.' || '\nDestination: *' || {custrecord_out_st_dest} || '*\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {lastmodifiedby},Recipient 1=Sarah Ewur,Recipient 2=Shallom Afua Donkor,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10950, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Out of Station: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nThere is a new Out of Station pending your action.\' || \'\\nDestination: *\' || {custrecord_out_st_dest} || \'*\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {lastmodifiedby},Recipient 1=Sarah Ewur,Recipient 2=Shallom Afua Donkor,,,', actionCondition: '', actionScriptId: 'workflowaction20161'});"
Out Of Station,Out of Station,State Event2,Entry,Set Field Value,Status=Rejected,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9209, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Rejected', actionCondition: '', actionScriptId: 'workflowaction19195'});"
Out Of Station,Out of Station,State Event2,Entry,XMessenger (Telegram),"Message='Request Update Rejected: *' || {name} || '*\n\n' || 'Hello ' || {custrecord_out_st_name_req} || ',\n\nI have rejected your Out of Station Request.' || '\nKindly see me.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requester,Recipient 2=Kwadwo A Biritwum (Inactive),,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9210, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Request Update Rejected: *\' || {name} || \'*\\n\\n\' || \'Hello \' || {custrecord_out_st_name_req} || \',\\n\\nI have rejected your Out of Station Request.\' || \'\\nKindly see me.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requester,Recipient 2=Kwadwo A Biritwum (Inactive),,,', actionCondition: '', actionScriptId: 'workflowaction19196'});"
Overtime Payment Request,Overtime Payment Request,Record Load2,Before Record Load,Add Button,Label: Submit Request,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1316, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Request', actionCondition: '', actionScriptId: 'workflowaction13837'});"
Overtime Payment Request,Overtime Payment Request,Record Load2,Before Record Load,Set Field Display Type,Approval Date = DISABLED,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 3632, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Approval Date = DISABLED', actionCondition: '', actionScriptId: 'workflowaction15246'});"
Overtime Payment Request,Overtime Payment Request,Record Save1,Before Record Submit,Set Field Value,Next Approver=Requested By : Supervisor,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5642, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Next Approver=Requested By : Supervisor', actionCondition: '', actionScriptId: 'workflowaction16670'});"
Overtime Payment Request,Overtime Payment Request,Record Load2,Before Record Load,Add Button,Label: Submit Request,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1316, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Request', actionCondition: '', actionScriptId: 'workflowaction13837'});"
Overtime Payment Request,Overtime Payment Request,Record Load2,Before Record Load,Set Field Display Type,Approval Date = DISABLED,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 3632, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Approval Date = DISABLED', actionCondition: '', actionScriptId: 'workflowaction15246'});"
Overtime Payment Request,Overtime Payment Request,Record Save1,Before Record Submit,Set Field Value,Next Approver=Requested By : Supervisor,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5642, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Next Approver=Requested By : Supervisor', actionCondition: '', actionScriptId: 'workflowaction16670'});"
Overtime Payment Request,Overtime Payment Request,State Event5,Entry,Set Field Value,Status=Pending HOD Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1318, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HOD Approval', actionCondition: '', actionScriptId: 'workflowaction13838'});"
Overtime Payment Request,Overtime Payment Request,State Event5,Entry,Set Field Value,Next Approver=Requested By : HOD,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4166, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Next Approver=Requested By : HOD', actionCondition: '', actionScriptId: 'workflowaction15637'});"
Overtime Payment Request,Overtime Payment Request,State Event5,Entry,XMessenger (Telegram),"Message='Pending HOD Approval: *' || {name} || '*\n\n' || 'Hello' || ',\n\nI have verified this Overtime Payment request.' || '\nIt is now pending your approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1125&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requested By : HOD,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5636, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Pending HOD Approval: *\' || {name} || \'*\\n\\n\' || \'Hello\' || \',\\n\\nI have verified this Overtime Payment request.\' || \'\\nIt is now pending your approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1125&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requested By : HOD,,,,', actionCondition: '', actionScriptId: 'workflowaction16664'});"
Overtime Payment Request,Overtime Payment Request,State Event5,Entry,XMessenger (Telegram),"Message='Pending HOD Approval: *' || {name} || '*\n\n' || 'Hello' || ',\n\nThe Overtime Payment Request has been verified.' || '\nIt is now pending the HOD’s approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1125&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requested By,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5637, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Pending HOD Approval: *\' || {name} || \'*\\n\\n\' || \'Hello\' || \',\\n\\nThe Overtime Payment Request has been verified.\' || \'\\nIt is now pending the HOD’s approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1125&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requested By,,,,', actionCondition: '', actionScriptId: 'workflowaction16665'});"
Overtime Payment Request,Overtime Payment Request,State Event5,Entry,Send Email,"To: Requested By : HOD, Subject: Claim To Overtime Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1324, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Requested By : HOD, Subject: Claim To Overtime Request', actionCondition: '', actionScriptId: 'workflowaction13842'});"
Overtime Payment Request,Overtime Payment Request,Record Load5,Before Record Load,Set Field Display Type,Next Approver = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8858, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Next Approver = NORMAL', actionCondition: 'User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction18978'});"
Overtime Payment Request,Overtime Payment Request,Record Load5,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1319, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve ', actionCondition: 'User : is HOD = T Or User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction13839'});"
